imei,first_sent_date,last_sent_date,send_count_total,send_count_ok,send_count_err,last_status,last_http_code,last_txid,last_command,last_days_disconnected,vin_last,empresa_last,patente_last,iccid_last,delivery_status,delivery_note,delivery_checked_at_utc
867162025942970,2026-02-12,2026-02-27,19,19,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB932315K0276863,CONPAX MAQUINARIAS,KWKK62,,,,
863457050634813,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0594307,TREKRENTAL,SFYW-43,,,,
863457050651908,2026-02-12,2026-02-16,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",19.0,W1T964231P0597291,TREKRENTAL,SHVS36,,,,
869671070591886,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231S0790222,GRUPO MPM,0790222,,,,
863457051069290,2026-02-12,2026-02-15,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0650009,KOMATSU (CM),SVZJ80,,,,
863457050620754,2026-02-12,2026-04-15,22,22,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,W1T964231P0595509,CONPAX MAQUINARIAS,SJRG85,,,,
867162027881044,2026-02-12,2026-04-01,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231N0514875,EMIN,RFGB-72,,,,
863457052209713,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,LSFAM1203RA041248,GERENCIA ELECTROMOVILIDAD,041248,,,,
867162029775020,2026-02-12,2026-02-14,5,5,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964216N0530018,RAICO,RPZS69,,,,
865413056961286,2026-02-12,2026-03-12,12,12,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,9BM958260SB378701,100% EQUIPADOS,B378701,,,,
869671070594922,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231S0796298,100% EQUIPADOS,0796298,,,,
869671070589815,2026-02-12,2026-04-15,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,JL6CLH6A2SK006898,100% EQUIPADOS,K006898,,,,
869671070591241,2026-02-12,2026-02-16,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,9BM634016RB352550,STOCK CHILE - BUSES & VANS,B352550,,,,
869671070582125,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231S0765997,100% EQUIPADOS,0765997,,,,
869671070575467,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6AFE6AXSK004748,100% EQUIPADOS,K004748,,,,
863457051760773,2026-02-12,2026-04-09,11,11,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",17.0,W1T964231RB319790,BESALCO MINERIA,319790,,,,
869671070586829,2026-02-12,2026-04-01,28,28,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3ALACYF38RDUX3651,100% EQUIPADOS,DUX3651,,,,
863238070319431,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM958264SB402308,100% EQUIPADOS,B402308,,,,
863238070327053,2026-02-12,2026-04-15,23,23,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",19.0,W1T964231S0810479,STOCK,0810479,,,,
869671072166687,2026-02-12,2026-04-15,19,19,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231T0833990,100% EQUIPADOS,0833990,,,,
863457051077632,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231R0706345,TREKRENTAL,STBF90,,,,
863457051699674,2026-02-12,2026-04-07,21,21,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",20.0,9BM951104RB332107,TREKRENTAL,TBDJ68,,,,
869671070595614,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,W1V907645SP778522,SERVICIOS SAN CRISTOBAL SPA,P778522,,,,
869671070593015,2026-02-12,2026-04-12,28,28,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,9BM958264RB342587,PESCO RENTAL,TKJW61,,,,
863457050601119,2026-02-12,2026-04-15,23,23,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",19.0,9BM958434PB285530,COMERCIAL MAS AGRO LIMITADA,SGWY45,,,,
863457050610490,2026-02-12,2026-02-24,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0573647,CONPAX MAQUINARIAS,SJRG57,,,,
869671072166455,2026-02-12,2026-02-15,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",19.0,JL6BHG6AXTK000436,100% EQUIPADOS,TK000436,,,,
867162027611425,2026-02-12,2026-02-27,19,19,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB932315L0367454,EMIN,PGPZ34,,,,
869671072166091,2026-02-12,2026-02-24,16,16,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6CJH6A8TK000577,100% EQUIPADOS,TK000577,,,,
863238070325941,2026-02-12,2026-04-15,11,11,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,W1T964231T0835509,STOCK,0835509,,,,
869671072167867,2026-02-12,2026-03-10,11,11,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",22.0,3ALHG3DV4TDWN2271,STOCK,DWN2271,,,,
869671070576663,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3AKJHPDV5PSUD5447,100% EQUIPADOS,UD5447,,,,
869671070597693,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231S0787377,STOCK,0787377,,,,
869671070588973,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231S0808944,100% EQUIPADOS,0808944,,,,
863457050207487,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T963424P0604966,FORESTAL ARAUCO S.A.,604966,,,,
863457051719035,2026-02-12,2026-03-12,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",27.0,9BM951104RB332403,TREKRENTAL,TDBY-59,,,,
867162027624204,2026-02-12,2026-02-13,3,3,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB964330K0296942,SACYR (CM),LRFJ61,,,,
869671070574874,2026-02-12,2026-02-15,7,7,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM958154RB350551,100% EQUIPADOS,B350551,,,,
863457051751939,2026-02-12,2026-04-13,21,21,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231RB319359,BESALCO MINERIA,319359,,,,
869671070594997,2026-02-12,2026-04-15,8,8,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,3ALHCYCY4SDWB1122,100% EQUIPADOS,DWB1122,,,,
863457050647260,2026-02-12,2026-02-21,13,13,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM634074RB339631,DIVEMOTOR PERU,CPF-404,,,,
863238070321627,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM634074SB364578,STOCK CHILE - BUSES & VANS,B364578,,,,
863457051713194,2026-02-12,2026-03-21,20,20,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,LSKG57C11PA821099,STOCK,821099,,,,
869671070589385,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231S0810050,STOCK,0810050,,,,
863457052210430,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231R0719619,GRUPO MPM,TGCD32,,,,
867162027874411,2026-02-12,2026-04-15,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",18.0,W1T964016L0427396,CSI,PHLG14,,,,
863457051066510,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB963403K0276976,TRANSPORTES CAVALIERI (CM),LBTS59,,,,
869671070595481,2026-02-12,2026-02-17,9,9,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",28.0,JL6BGG6A3SK005768,100% EQUIPADOS,K005768,,,,
867162027256080,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0633220,CONPAX MAQUINARIAS,SPPL71,,,,
869671070577307,2026-02-12,2026-02-13,3,3,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231S0766961,TRANSPORTES PIZARRO E HIJOS SPA,766961,,,,
869671070574700,2026-02-12,2026-03-31,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,9BM958260SB364861,100% EQUIPADOS,B364861,,,,
863457052205414,2026-02-12,2026-04-03,31,31,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WJME53TU6RC500454,DIVEMOTOR PERU,BYJ-744,,,,
863457051200713,2026-02-12,2026-04-04,21,21,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6BHG6A7PK000805,SCHWAGER SERVICE S.A.,SHBZ97,,,,
869671070584055,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6BHG6A3TK000522,100% EQUIPADOS,K000522,,,,
863457051056545,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0597624,BESALCO MINERIA,597624,,,,
869671072169616,2026-02-12,2026-04-15,32,32,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",26.0,W1T964231T0836422,INCOLUR (CM),VLZY-66,,,,
869671072172057,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM634013SB357586,COFLONORTE,SSR925,,,,
869671070587645,2026-02-12,2026-02-18,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,W1T964231S0766649,SCHWAGER SERVICE S.A.,TVCH78,,,,
867162027955731,2026-02-12,2026-04-15,25,25,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,W1T964231N0512488,EMIN,RFGB-75,,,,
869671070589138,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6AFC6A7RK005323,100% EQUIPADOS,K005323,,,,
869671072165556,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,MEC0444P7TP075902,100% EQUIPADOS,P075902,,,,
869671070584592,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,9BM958264SB396508,100% EQUIPADOS,B396508,,,,
867162027944107,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0575253,BESALCO MINERIA,SDCV.20,,,,
869671070585862,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,9BM958154SB370665,PESCO RENTAL,VBPB43,,,,
863457051731782,2026-02-12,2026-03-28,28,28,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231R0674591,GRUPO MPM,TCSL67,,,,
869671070581275,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6BGG6A0SK000382,PESCO RENTAL,VDTZ13,,,,
865413053142542,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,LSH14C4C1RA040139,GERENCIA GRUPO CONDOR,AAUX249,,,,
868589060644229,2026-02-12,2026-03-30,22,22,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",18.0,W1T964016T0822749,100% EQUIPADOS,0822749,,,,
869671070594914,2026-02-12,2026-04-04,21,21,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,W1T964231S0797452,100% EQUIPADOS,0797452,,,,
863457050615895,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0598030,TREKRENTAL,SDRR-29,,,,
869671070591662,2026-02-12,2026-02-19,11,11,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",25.0,3ALHCYCY4SDWG0143,100% EQUIPADOS,DWG0143,,,,
869671070590276,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6CJH6A3RK007557,100% EQUIPADOS,007557,,,,
863457051666129,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",15.0,W1T964231R0708207,TREKRENTAL,TCFL-80,,,,
869671070577372,2026-02-12,2026-03-22,19,19,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3ALHG3DV6SDVY6370,PESCO RENTAL,TZYF63,,,,
869671070574569,2026-02-12,2026-02-19,11,11,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",23.0,9BM958154SB370476,PESCO RENTAL,VBGT90,,,,
869671070587850,2026-02-12,2026-02-27,19,19,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,YS2R4X20005464405,STOCK,AASV472,,,,
869671070590805,2026-02-12,2026-04-08,21,21,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",19.0,W1T964231S0792910,INCOLUR (CM),TZGK-78,,,,
867162026817288,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB932315K0305191,TREKRENTAL,LRSR61,,,,
869671070581952,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",25.0,JL6BHG6A6SK007527,100% EQUIPADOS,K007527,,,,
869671070583115,2026-02-12,2026-02-21,13,13,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6CJH6A1TK000579,100% EQUIPADOS,TK000579,,,,
869671070575012,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6AFE6A5RK006983,100% EQUIPADOS,K006983,,,,
869671070588247,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM958154RB343048,100% EQUIPADOS,343048,,,,
869671072170598,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",28.0,JL6BHG6A3TK000519,100% EQUIPADOS,K000519,,,,
863457050639879,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0611158,TREKRENTAL,SPCR74,,,,
863457050644580,2026-02-12,2026-02-14,5,5,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T963424P0604599,FORESTAL ARAUCO S.A.,604599,,,,
869671070597750,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3AKJHPDV5PSUD5528,SOTRASER S A,UD5528,,,,
869671072171752,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231T0835233,INCOLUR (CM),VLZX25,,,,
869671070575673,2026-02-12,2026-02-19,11,11,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",24.0,3ALHCYCY0SDWG0141,STOCK,DWG0141,,,,
869671070584360,2026-02-12,2026-03-29,13,13,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964216S0792911,STOCK,0792911,,,,
869671072171547,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964016T0834269,100% EQUIPADOS,0834269,,,,
863457051070280,2026-02-12,2026-02-18,10,10,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",29.0,W1NFB1KBXPA840695,[RRHH] SERVICIOS GENERALES,TBWK28,,,,
863457052206560,2026-02-12,2026-03-26,26,26,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,9BM634011PB282630,STOCK CHILE - BUSES & VANS,282630,,,,
865413056980179,2026-02-12,2026-04-15,21,21,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,JL6CJH6A9RK006963,100% EQUIPADOS,K006963,,,,
863457052203724,2026-02-12,2026-04-01,12,12,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",16.0,W1T964231R0718095,EXPLONORTE CHILE SPA.,718095,,,,
863457051081881,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0627129,GRUPO DRILLCO,SPDJ33,,,,
869671070585607,2026-02-12,2026-02-22,14,14,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6CLH6A0SK006916,100% EQUIPADOS,K006916,,,,
869671070594617,2026-02-12,2026-04-13,24,24,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6BGG6AXSK000437,100% EQUIPADOS,K000437,,,,
868589060183897,2026-02-12,2026-03-23,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",21.0,9BM958260RB346758,TREKRENTAL,TLPD-53,,,,
863457050624350,2026-02-12,2026-04-15,19,19,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0597625,TREKRENTAL,SHVT51,,,,
863457051064085,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231P0649141,KOMATSU (CM),SVZJ75,,,,
863238070326766,2026-02-12,2026-02-26,18,18,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,JL6BHG6A2TK000124,100% EQUIPADOS,K000124,,,,
863457050268521,2026-02-12,2026-02-25,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,LSFAM11A5NA061425,TERRA NORTE SPA (CM),RXFG65,,,,
869671072172016,2026-02-12,2026-04-12,33,33,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,W1T964231T0835568,TRANEX,VRXW16,,,,
867162027634666,2026-02-12,2026-02-23,15,15,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,WDB932315L0367075,EMIN,PGPZ33,,,,
869671070585276,2026-02-12,2026-04-15,17,17,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",18.0,LVCB4L4D9LM002675,STOCK,M002675,,,,
867162027887207,2026-02-12,2026-02-12,1,1,0,OK,200,"{""status"":""OK"",""code"":200,""data"":""command send successfully""}","AT+GTDAT=gv300w,1,,CMD97,0,,,,FFFF$",30.0,3AKJHPDVXNSNJ2928,SOTRASER S A,C-1934,,,,
